Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),Ozone,PM25,SO2,PM10,CO
02/01/2003,13,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,13,.,,,
02/02/2003,75,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,16,75,,,
02/03/2003,19,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,19,.,,,
02/04/2003,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
02/05/2003,33,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,24,33,,,
02/06/2003,21,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,21,.,,,
02/07/2003,27,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,27,.,,,
02/08/2003,48,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,24,48,,,
02/09/2003,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
02/10/2003,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,.,,,
02/11/2003,30,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,30,24,,,
02/12/2003,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
02/13/2003,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,.,,,
02/14/2003,50,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,18,50,,,
02/15/2003,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,,,
02/16/2003,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
02/17/2003,43,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,26,43,,,
02/18/2003,23,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,23,.,,,
02/19/2003,32,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,32,.,,,
02/20/2003,54,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,24,54,,,
02/21/2003,16,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,16,.,,,
02/22/2003,28,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,28,.,,,
02/23/2003,32,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,32,18,,,
02/24/2003,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,.,,,
02/25/2003,29,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,29,.,,,
02/26/2003,72,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,72,,,
02/27/2003,22,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,22,.,,,
02/28/2003,33,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,33,.,,,
03/01/2003,79,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,15,79,,,
03/02/2003,26,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,26,.,,,
03/03/2003,30,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,30,.,,,
03/04/2003,70,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,21,70,,,
03/05/2003,32,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,32,.,,,
03/06/2003,41,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,41,.,,,
03/07/2003,66,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,20,66,,,
03/08/2003,33,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,33,.,,,
03/09/2003,38,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,38,.,,,
03/10/2003,35,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,35,26,,,
03/11/2003,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
03/12/2003,47,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,47,.,,,
03/13/2003,76,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,29,76,,,
03/14/2003,30,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,30,.,,,
03/15/2003,40,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,40,.,,,
03/16/2003,74,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,48,74,,,
03/17/2003,48,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,48,.,,,
03/18/2003,49,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,49,.,,,
03/19/2003,63,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,37,63,,,
03/20/2003,43,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,43,.,,,
03/21/2003,38,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,38,.,,,
03/22/2003,43,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,43,39,,,
03/23/2003,61,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,61,.,,,
03/24/2003,58,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,58,.,,,
03/25/2003,38,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,38,15,,,
03/26/2003,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
03/27/2003,43,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,43,.,,,
03/28/2003,33,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,33,,,
03/29/2003,33,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,33,.,,,
03/30/2003,42,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,42,.,,,
03/31/2003,48,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,48,31,,,
04/01/2003,61,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,61,.,,,
04/02/2003,54,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,54,.,,,
04/03/2003,46,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,46,42,,,
04/04/2003,35,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,35,.,,,
04/05/2003,34,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,34,.,,,
04/06/2003,42,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,31,42,,,
04/07/2003,24,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,24,.,,,
04/08/2003,28,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,28,.,,,
04/09/2003,42,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,40,42,,,
04/10/2003,45,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,45,.,,,
04/11/2003,74,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,74,.,,,
04/12/2003,48,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,48,28,,,
04/13/2003,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
04/14/2003,105,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,105,.,,,
04/15/2003,51,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,51,42,,,
04/16/2003,77,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,77,.,,,
04/17/2003,27,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,27,.,,,
04/18/2003,72,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,40,72,,,
04/19/2003,45,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,45,.,,,
04/20/2003,42,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,42,.,,,
04/21/2003,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,20,,,
04/22/2003,47,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,47,.,,,
04/23/2003,58,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,58,.,,,
04/24/2003,35,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,35,.,,,
04/25/2003,35,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,35,.,,,
04/26/2003,64,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,64,.,,,
04/27/2003,129,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,129,62,,,
04/28/2003,54,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,54,.,,,
04/29/2003,47,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,47,.,,,
04/30/2003,100,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,100,.,,,
05/01/2003,41,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,41,.,,,
05/02/2003,43,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,43,.,,,
05/03/2003,58,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,58,38,,,
05/04/2003,37,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,37,.,,,
05/05/2003,64,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,64,.,,,
05/06/2003,48,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,48,17,,,
05/07/2003,51,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,51,.,,,
05/08/2003,36,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,36,.,,,
05/09/2003,80,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,80,78,,,
05/10/2003,50,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,50,.,,,
05/11/2003,33,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,33,.,,,
05/12/2003,48,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,48,19,,,
05/13/2003,71,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,71,.,,,
05/14/2003,67,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,67,.,,,
05/15/2003,58,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,46,58,,,
05/16/2003,64,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,64,.,,,
05/17/2003,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
05/18/2003,60,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,38,60,,,
05/19/2003,43,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,43,.,,,
05/20/2003,48,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,48,.,,,
05/21/2003,41,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,41,30,,,
05/22/2003,64,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,64,.,,,
05/23/2003,74,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,74,.,,,
05/24/2003,74,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,74,29,,,
05/25/2003,46,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,46,.,,,
05/26/2003,48,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,48,.,,,
05/27/2003,50,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,50,43,,,
05/28/2003,45,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,45,.,,,
05/29/2003,46,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,46,.,,,
05/30/2003,49,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,49,41,,,
05/31/2003,37,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,37,.,,,
06/01/2003,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
06/02/2003,48,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,48,45,,,
06/03/2003,67,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,67,.,,,
06/04/2003,49,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,49,.,,,
06/05/2003,87,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,87,51,,,
06/06/2003,61,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,61,.,,,
06/07/2003,61,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,61,.,,,
06/08/2003,42,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,42,27,,,
06/09/2003,80,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,80,.,,,
06/10/2003,71,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,71,.,,,
06/11/2003,47,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,47,28,,,
06/12/2003,48,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,48,.,,,
06/13/2003,40,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,40,.,,,
06/14/2003,97,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,97,61,,,
06/15/2003,84,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,84,.,,,
06/16/2003,97,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,97,.,,,
06/17/2003,136,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,136,56,,,
06/18/2003,143,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,143,.,,,
06/19/2003,42,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,42,.,,,
06/20/2003,50,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,50,23,,,
06/21/2003,108,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,108,.,,,
06/22/2003,126,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,126,.,,,
06/23/2003,100,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,100,76,,,
06/24/2003,154,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,154,.,,,
06/25/2003,136,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,136,.,,,
06/26/2003,41,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,41,23,,,
06/27/2003,74,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,74,.,,,
06/28/2003,74,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,74,.,,,
06/29/2003,58,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,58,39,,,
06/30/2003,84,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,84,.,,,
07/01/2003,105,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,105,.,,,
07/02/2003,122,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,122,79,,,
07/03/2003,74,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,74,.,,,
07/04/2003,129,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,129,.,,,
07/05/2003,77,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,77,69,,,
07/06/2003,49,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,49,.,,,
07/07/2003,41,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,41,.,,,
07/08/2003,45,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,40,45,,,
07/09/2003,42,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,42,.,,,
07/10/2003,40,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,40,.,,,
07/11/2003,38,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,38,17,,,
07/12/2003,37,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,37,.,,,
07/13/2003,49,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,49,.,,,
07/14/2003,74,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,74,68,,,
07/15/2003,51,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,51,.,,,
07/16/2003,46,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,46,.,,,
07/17/2003,63,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,58,63,,,
07/18/2003,45,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,45,.,,,
07/19/2003,90,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,90,.,,,
07/20/2003,70,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,45,70,,,
07/21/2003,45,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,45,.,,,
07/22/2003,40,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,40,.,,,
07/23/2003,37,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,37,28,,,
07/24/2003,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
07/25/2003,71,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,71,.,,,
07/26/2003,77,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,77,68,,,
07/27/2003,46,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,46,.,,,
07/28/2003,33,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,33,.,,,
07/29/2003,67,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,67,53,,,
07/30/2003,90,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,90,.,,,
07/31/2003,80,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,80,.,,,
08/01/2003,78,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,74,78,,,
08/02/2003,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
08/03/2003,39,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,39,.,,,
08/04/2003,46,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,46,25,,,
08/05/2003,50,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,50,.,,,
08/06/2003,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
08/07/2003,74,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,74,63,,,
08/08/2003,37,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,37,.,,,
08/09/2003,43,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,43,.,,,
08/10/2003,46,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,41,46,,,
08/11/2003,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
08/12/2003,41,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,41,.,,,
08/13/2003,101,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,61,101,,,
08/14/2003,40,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,40,.,,,
08/15/2003,47,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,47,.,,,
08/16/2003,72,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,67,72,,,
08/17/2003,48,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,48,.,,,
08/18/2003,47,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,47,.,,,
08/19/2003,77,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,77,72,,,
08/20/2003,105,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,105,.,,,
08/21/2003,90,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,90,.,,,
08/22/2003,67,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,67,62,,,
08/23/2003,61,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,61,.,,,
08/24/2003,51,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,51,.,,,
08/25/2003,90,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,90,88,,,
08/26/2003,133,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,133,.,,,
08/27/2003,112,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,112,.,,,
08/28/2003,93,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,93,56,,,
08/29/2003,35,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,35,.,,,
08/30/2003,40,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,40,.,,,
08/31/2003,32,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,29,32,,,
09/01/2003,13,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,13,.,,,
09/02/2003,26,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,26,.,,,
09/03/2003,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,34,,,
09/04/2003,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
09/05/2003,41,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,41,.,,,
09/06/2003,51,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,48,51,,,
09/07/2003,101,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,101,.,,,
09/08/2003,93,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,93,.,,,
09/09/2003,101,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,101,81,,,
09/10/2003,112,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,112,.,,,
09/11/2003,108,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,108,.,,,
09/12/2003,113,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,54,113,,,
09/13/2003,126,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,126,.,,,
09/14/2003,30,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,30,.,,,
09/15/2003,42,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,42,16,,,
09/16/2003,54,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,54,.,,,
09/17/2003,97,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,97,.,,,
09/18/2003,112,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,112,74,,,
09/19/2003,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
09/20/2003,38,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,38,.,,,
09/21/2003,67,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,67,54,,,
09/22/2003,39,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,39,.,,,
09/23/2003,41,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,41,.,,,
09/24/2003,90,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,90,46,,,
09/25/2003,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
09/26/2003,34,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,34,.,,,
09/27/2003,30,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,30,13,,,
09/28/2003,22,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,22,.,,,
09/29/2003,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
09/30/2003,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,27,,,
10/01/2003,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
10/02/2003,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,.,,,
10/03/2003,45,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,28,45,,,
10/04/2003,34,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,34,.,,,
10/05/2003,38,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,38,.,,,
10/06/2003,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,27,,,
10/07/2003,58,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,58,.,,,
10/08/2003,71,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,71,.,,,
10/09/2003,67,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,36,67,,,
10/10/2003,43,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,43,.,,,
10/11/2003,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
10/12/2003,39,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,39,22,,,
10/13/2003,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
10/14/2003,29,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,29,.,,,
10/15/2003,38,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,38,23,,,
10/16/2003,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
10/17/2003,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
10/18/2003,33,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,33,30,,,
10/19/2003,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,.,,,
10/20/2003,48,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,48,.,,,
10/21/2003,34,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,34,33,,,
10/22/2003,31,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,31,.,,,
10/23/2003,33,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,33,.,,,
10/24/2003,38,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,33,38,,,
10/25/2003,57,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,19,57,,,
10/26/2003,16,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,16,.,,,
10/27/2003,24,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,21,24,,,
10/28/2003,21,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,21,.,,,
10/29/2003,18,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,18,.,,,
10/30/2003,44,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,44,43,,,
10/31/2003,27,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,27,.,,,
11/01/2003,11,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,11,.,,,
11/02/2003,76,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,28,76,,,
11/03/2003,38,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,38,.,,,
11/04/2003,37,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,37,.,,,
11/05/2003,41,PM2.5,BOOKER T. WASHINGTON ES,17-019-0004,AQS,17,41,,,
11/06/2003,15,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,15,.,,,
11/07/2003,22,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,22,.,,,
11/08/2003,48,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,26,48,,,
11/09/2003,23,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,23,.,,,
11/10/2003,19,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,19,.,,,
11/11/2003,78,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,16,78,,,
11/12/2003,28,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,28,.,,,
11/13/2003,25,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,25,.,,,
11/14/2003,27,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,18,27,,,
11/15/2003,18,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,18,.,,,
11/16/2003,18,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,18,.,,,
11/17/2003,63,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,19,63,,,
11/18/2003,23,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,23,.,,,
11/19/2003,23,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,23,.,,,
11/20/2003,23,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,23,13,,,
11/21/2003,18,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,18,.,,,
11/22/2003,32,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,32,.,,,
11/23/2003,34,PM2.5,,17-019-9901,AQS,26,34,,,
11/24/2003,30,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,30,.,,,
11/25/2003,24,Ozone,ISWS CLIMATE STATION,17-019-1001,AQS,24,.,,,
11/26/2003,32,PM2.5,ISWS CLIMATE STATION,17-019-1001,AQS,22,32,,,
11/27/2003,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,,,
